"key","en","es","fr","de","ja"
"pipegrowth_01_quest_caption_05","Been trying to make the handymen get it but they’re, uh, kind of uncooperative. ","Llevo tiempo intentando que los manitas lo recuperen, pero no les veo muy dispuestos a cooperar.","J'ai demandé aux hommes de main de le trouver, mais, euh, ils ne coopèrent pas beaucoup.","Ich habe versucht, die Handwerker dazu zu bringen, sie zu holen, aber sie sind, äh, irgendwie unkooperativ.","Been trying to make the handymen get it but they’re, uh, kind of uncooperative. "
"pipegrowth_02_prompt_caption_00","I’m not in a hurry. Find that spray bottle and I’ll let you by. ","No tengo prisa. Encuentra el pulverizador y te dejaré pasar.","Je ne suis pas pressé. Trouve le vaporisateur et je te laisse passer.","Ich habe es nicht eilig. Finde die Sprühflasche und ich lasse dich vorbei.",I’m not in a hurry. Find that spray bottle and I’ll let you by.
"pipegrowth_03_prompt_caption_00","Sorry, not open to negotiation. Find the spray bottle, then we can talk. ","Lo siento, no voy a negociar con esto. Encuentra el pulverizador, y después hablaremos.","Désolé, ça ne se négocie pas. Trouve le vaporisateur et on parlera.","Tut mir leid, ich bin nicht verhandlungsbereit. Finde die Sprühflasche, dann können wir reden.","Sorry, not open to negotiation. Find the spray bottle, then we can talk. "
"pipegrowth_04_prompt_caption_00","I don’t see the spray bottle. Come on, it’s around these pipes somewhere. ","No veo el pulverizador. Vamos, tiene que estar cerca de estas tuberías.","Je ne vois pas le vaporisateur. Allez, il est quelque part dans ces conduits.","Ich sehe die Sprühflasche nicht. Komm schon, sie muss irgendwo in den Rohren sein.","I don’t see the spray bottle. Come on, it’s around these pipes somewhere. "
"pipegrowth_05_shooting_caption_00","If you keep shooting me I’ll be less inclined to let you through. ","Si me sigues disparando, me pensaré mejor lo de dejarte pasar.","Si tu continues à me tirer dessus, j'aurais moins envie de te laisser passer.","Wenn du weiter auf mich schießt, bin ich weniger geneigt, dich durchzulassen.",If you keep shooting me I’ll be less inclined to let you through.
"pipegrowth_06_success_caption_00","Yo, you found the spray bottle! Okay, now, spray me. ","¡Anda, has encontrado el pulverizador! Pues venga, rocíame con eso.","Yo, tu as trouvé mon vaporisateur ! Allez, vaporise-moi.","Hey, du hast die Sprühflasche gefunden! Okay, jetzt besprüh mich.","Yo, you found the spray bottle! Okay, now, spray me. "
"pipegrowth_07_promptSpray_caption_00","Come on, a little spray. ","Venga, echa un poquito.","Allez, un petit coup d'humidité.","Komm schon, ein bisschen sprühen.","Come on, a little spray. "
"pipegrowth_08_promptSpray_caption_00","Just a squirt. ","Solo un chorrito.","Juste quelques gouttes.","Nur ein Spritzer.",Just a squirt.
"pipegrowth_09_promptSpray_caption_00","Do it. Spray me. ","Adelante, rocíame.","Fais-le. Vaporise-moi.","Tu es. Besprüh mich.",Do it. Spray me.
"pipegrowth_10_opening_caption_00","Ahh, that’s it. That hits the spot. That is lovely.","Ah, sí. Qué bien... Me encanta.","Ahh, voilà. C'est ça. Charmant.","Ahh, das ist es. Das ist die richtige Stelle. Das ist schön.","Ahh, that’s it. That hits the spot. That is lovely."
"pipegrowth_10_opening_caption_01","Alright, a deal’s a deal.  ","Está bien, cumpliré con mi palabra.","D'accord, on a un accord.","Na gut, abgemacht ist abgemacht.","Alright, a deal’s a deal.  "
"pipegrowth_10_opening_caption_02","[grunting]","[Gruñido]","[grogne]","[stöhn]",[grunting]
"pipegrowth_11_steal_caption_00","Hey! Wait!","¡Eh! ¡Espera!","Hé ! Attends !","Hey! Warte!",Hey! Wait!
"pipegrowth_11_steal_caption_01","I didn’t say you could take the bottle with you! Bring that back! ","¡No he dicho que pudieras quedarte el pulverizador! ¡Devuélvemelo!","Je n'ai pas dit que tu pouvais emporter la bouteille ! Rapporte-le-moi !","Ich habe nicht gesagt, dass du die Flasche mitnehmen darfst! Bring sie zurück!",I didn’t say you could take the bottle with you! Bring that back!
"dialogtree_KauboiConversationTree_011c8d34-5380-4a44-81fc-a0230dcc75cc","We have a serious matter to discuss. But first, I heard you happened across my old protégé, Ghronto.","Tenemos que tratar un asunto muy importante. Pero antes, tengo entendido que te has encontrado con mi antiguo pupilo, Ghronto.","Nous devons parler d'un sujet grave. Mais d'abord, il paraît que tu as rencontré mon vieux protégé, Ghronto.","Wir haben eine ernste Angelegenheit zu besprechen. Aber zuerst habe ich gehört, dass du zufällig auf meinen alten Schützling Ghronto gestoßen bist.","We have a serious matter to discuss. But first, I heard you happened across my old protégé, Ghronto."
"dialogtree_KauboiConversationTree_011c8d34-5380-4a44-81fc-a0230dcc75cc_0","You know Ghronto?","¿Conoces a Ghronto?","Tu connais Ghronto ?","Du kennst Ghronto?",You know Ghronto?
"dialogtree_KauboiConversationTree_051f7c71-4104-4520-bc22-2763a0962901","<font=[quot]VoidScript[quot]>Nice jacket, where'd you get it, the jacket store?[__]
Sorry, I'm jealous cause I have no clothes.","<font=[quot]VoidScript[quot]>Qué chaqueta tan bonita... ¿Dónde la has comprado, en la tienda de chaquetas?[__]
 Lo siento, me das envidia porque no tengo ropa.","<font=[quot]VoidScript[quot]>Jolie veste, tu l'as trouvée dans un magasin ?[__]
Pardon, je suis jaloux, je n'ai pas de vêtements.","<font=[quot]VoidScript[quot]>Schöne Jacke, wo hast du die her, aus dem Jackenladen?[__]
 Tut mir leid, ich bin neidisch, weil ich keine Klamotten habe.","<font=[quot]VoidScript[quot]>Nice jacket, where'd you get it, the jacket store?[__]
Sorry, I'm jealous cause I have no clothes."
"dialogtree_KauboiConversationTree_051f7c71-4104-4520-bc22-2763a0962901_0","What??","¿Qué?","Quoi ??","Was??",What??
"dialogtree_KauboiConversationTree_0bd7a925-cecf-4f4c-9368-3d976e685dbc","Well, yes. That is certainly part of it. [gesture:point]Ghronto was my protégé. Why did you kill him?","Sí, es parte de eso. [gesture:point]Ghronto era mi pupilo. ¿Por qué lo has matado?","Eh bien, oui. Ça en fait bien partie. [gesture:point]Ghronto était mon protégé. Pourquoi tu l'as tué ?","Nun, ja. Das ist sicherlich ein Teil davon. [gesture:point]Ghronto war mein Schützling. Warum hast du ihn getötet?","Well, yes. That is certainly part of it. [gesture:point]Ghronto was my protégé. Why did you kill him?"
"dialogtree_KauboiConversationTree_0bd7a925-cecf-4f4c-9368-3d976e685dbc_0","He had it coming.","Se lo había buscado.","Il le méritait.","Er hatte es verdient.",He had it coming.
"dialogtree_KauboiConversationTree_0bd7a925-cecf-4f4c-9368-3d976e685dbc_1","He was running a theocratic monarchy of enslaved robots.","Estaba dirigiendo una monarquía teocrática que esclavizaba robots.","Il dirigeait une monarchie théocratique de robots esclaves.","Er führte eine theokratische Monarchie mit versklavten Robotern.",He was running a theocratic monarchy of enslaved robots.
"dialogtree_KauboiConversationTree_0bd7a925-cecf-4f4c-9368-3d976e685dbc_2","I'm sorry, the rebel robots forced me to.","Lo siento, los robots rebeldes me obligaron.","Je suis désolée, les robots rebelles m'y ont forcée.","Es tut mir leid, die Rebellenroboter haben mich dazu gezwungen.","I'm sorry, the rebel robots forced me to."
"dialogtree_KauboiConversationTree_113303c1-be04-415e-bcaa-c40134f27d40","Yes, but why not allow him to continue his church for a bit longer? It is all he has. 

That entire universe will be obliterated as soon the Delegation reclaims the Cube.","Sí, pero ¿por qué no le permitiste seguir con su Iglesia un poco? Es todo lo que tiene.
 
 Ese universo quedará aniquilado cuando la Delegación recupere el Cubo.","Oui, mais pourquoi ne pas le laisser continuer son église un peu plus longtemps ? Il n'a que ça.

Cet univers va être oblitéré dès que la Délégation aura récupéré le Cube.","Ja, aber warum sollte er seine Kirche nicht noch ein bisschen länger behalten dürfen? Sie ist alles, was er hat. 
 
 Das gesamte Universum wird ausgelöscht werden, sobald die Delegation den Würfel zurückhat.","Yes, but why not allow him to continue his church for a bit longer? It is all he has.

That entire universe will be obliterated as soon the Delegation reclaims the Cube."
"dialogtree_KauboiConversationTree_113303c1-be04-415e-bcaa-c40134f27d40_0","Wait, that sounds serious.","Un momento, eso parece importante.","Attends, ça a l'air grave.","Warte, das klingt ernst.","Wait, that sounds serious."
"dialogtree_KauboiConversationTree_19efa4f9-733c-48de-889c-a3620fce1f49","Are you here just to mock me? Or have you reconsidered at last?","¿Has venido para burlarte de mí o por fin has recapacitado?","Tu es là pour te moquer de moi ? Ou as-tu reconsidéré mon offre ?","Bist du nur hier, um dich über mich lustig zu machen? Oder hast du es dir endlich anders überlegt?",Are you here just to mock me? Or have you reconsidered at last?
"dialogtree_KauboiConversationTree_19efa4f9-733c-48de-889c-a3620fce1f49_0","Yes, I've reconsidered.","Sí, he estado pensando...","Oui, j'y ai réfléchi.","Ja, ich habe es mir anders überlegt.","Yes, I've reconsidered."
"dialogtree_KauboiConversationTree_19efa4f9-733c-48de-889c-a3620fce1f49_1","I'm here just to mock you.","He venido para burlarme de ti.","Je suis là pour me moquer de toi.","Ich bin nur hier, um mich über dich lustig zu machen.",I'm here just to mock you.
"dialogtree_KauboiConversationTree_1c856578-cd7b-407e-b65c-92a95710f319","A realm called Aether. It has a unique stigma in the eyes of the Void Delegation, so it is a sanctuary from their authority.","Un reino llamado Æther. Posee algo que es estigma para la Delegación del Vacío, así que es un santuario donde escapar de su autoridad.","Un royaume nommé Aether. Aux yeux de la Délégation du Néant, il a un stigmate unique, c'est donc un sanctuaire contre leur autorité.","Ein Reich namens Aether. In den Augen der Leere-Delegation hat es ein besonderes Stigma, deshalb ist es ein Zufluchtsort vor ihrer Autorität.","A realm called Aether. It has a unique stigma in the eyes of the Void Delegation, so it is a sanctuary from their authority."
"dialogtree_KauboiConversationTree_1c856578-cd7b-407e-b65c-92a95710f319_0","Stigma? Is it dangerous here?","¿Un estigma en qué sentido? ¿Es un lugar peligroso?","Un stigmate ? C'est dangereux ici ?","Stigma? Ist es hier gefährlich?",Stigma? Is it dangerous here?
"dialogtree_KauboiConversationTree_1c856578-cd7b-407e-b65c-92a95710f319_1","Did you summon me here?","¿Tú me has traído hasta aquí?","M'as-tu appelée ici ?","Hast du mich herbestellt?",Did you summon me here?
"dialogtree_KauboiConversationTree_2269b0f8-c459-4ff4-8ce5-b0e6aff9ae13","I have lived here in peace for some time. It appears to be mainly superstition that keeps the Delegation away.","Llevo tiempo viviendo en paz aquí. Parece que lo único que mantiene lejos a la Delegación es una mera superstición.","Je vis ici en paix depuis quelque temps. Il semble que la Délégation reste à l'écart à cause d'une superstition.","Ich lebe hier schon seit einiger Zeit in Frieden. Es scheint hauptsächlich Aberglaube zu sein, der die Delegation fernhält.",I have lived here in peace for some time. It appears to be mainly superstition that keeps the Delegation away.
"dialogtree_KauboiConversationTree_2269b0f8-c459-4ff4-8ce5-b0e6aff9ae13_0","Then what was the deal with the giant corpse in chains?","Entonces, ¿a qué viene este ese cadáver gigantesco encadenado?","Alors, le corps géant enchaîné, c'était quoi ?","Was hatte es dann mit der riesigen Leiche in Ketten auf sich?",Then what was the deal with the giant corpse in chains?
"dialogtree_KauboiConversationTree_2269b0f8-c459-4ff4-8ce5-b0e6aff9ae13_1","Did you summon me here?","¿Tú me has traído hasta aquí?","M'as-tu appelée ici ?","Hast du mich herbestellt?",Did you summon me here?
"dialogtree_KauboiConversationTree_26bcaa7b-0d4c-4304-b3a3-877c7cea41df","Yes. Well, that is the main concern. However, [gesture:point]you also murdered my protégé, Ghronto. Why?","Sí. Verás, esa es mi principal preocupación. Sin embargo, [gesture:point]también has asesinado a Ghronto, mi pupilo. ¿Por qué lo hiciste?","Oui. Enfin, c'est ce qui inquiète le plus. Mais [gesture:point]tu as aussi assassiné mon protégé, Ghronto. Pourquoi ?","Ja. Nun, das ist die Hauptsorge. Aber du hast auch meinen Schützling, Ghronto, ermordet. Warum?","Yes. Well, that is the main concern. However, [gesture:point]you also murdered my protégé, Ghronto. Why?"
