key,en,es,fr,de
dialogtree_KauboiConversationTree_8a878820-0876-4df3-bf3c-d69440747f56_0,待って、それは深刻な事態ね。,"Un momento, eso parece importante.","Attends, ça a l'air sérieux","Warte, das klingt ernst."
dialogtree_KauboiConversationTree_8d2227cb-cbaa-429b-ac28-a53114c43a86,"怪しいものだ。グロントをも倒しうる力を持っているのだ、反乱軍を退ける程度のことはできただろう。


それが本当であろうと嘘であろうと、どうでもよい。どのみち奴の仕事は終わっていた。","Es una afirmación dudosa. Si tienes el poder necesario para matar a Ghronto, lo tienes para enfrentarte a un puñado de robots.
 
 
Si no vas a colaborar, no importa. Su trabajo ya había terminado.","C'est discutable. Si tu es assez puissante pour tuer Ghronto, tu l'es pour combattre quelques robots.


Si tu n'y es pas ouverte, tant pis. Son travail était fini, de toute façon.","Eine zweifelhafte Behauptung. Wenn du mächtig genug bist, um Ghronto zu töten, bist du sicher auch mächtig genug, um ein paar Roboter abzuwehren.
 
 
 Wenn du nicht mitkommst, macht das nichts. Seine Arbeit war sowieso beendet."
dialogtree_KauboiConversationTree_8d2227cb-cbaa-429b-ac28-a53114c43a86_0,グロントの……仕事？,"¿Cuál era... su trabajo?","C'était quoi... son travail ?","Was war ... seine Arbeit?"
dialogtree_KauboiConversationTree_94d52e8b-c938-4dcb-8e28-555eac29b196,我は長きに渡り、聖なるハイパーキューブが存在する領域に滞在していた。そのせいでヘンリケは我を、そしてハイパーキューブを発見してしまったのだ。,"He pasado mucho tiempo en el reino donde se encuentra el Hipercubo Sagrado. Tanto, que Henrique terminó por dar con mi paradero, y acabó descubriéndolo.","J'ai passé beaucoup de temps dans le royaume où se trouve le Saint Hypercube. Tellement qu'Henrique a fini par me traquer et le découvrir aussi.","Ich habe viel Zeit in dem Reich verbracht, in dem der Heilige Hyperwürfel liegt. So viel, dass Henrique mich schließlich dorthin verfolgte und ihn selbst entdeckte."
dialogtree_KauboiConversationTree_94d52e8b-c938-4dcb-8e28-555eac29b196_0,あなたは何者？,"¿Qué eres?","Qu'est-ce que tu es ?","Was bist du?"
dialogtree_KauboiConversationTree_94d52e8b-c938-4dcb-8e28-555eac29b196_1,ここはどこ？,"¿Dónde estamos ahora?","Où sommes-nous maintenant ?","Wo sind wir jetzt?"
dialogtree_KauboiConversationTree_97153f29-598c-40a0-ae5d-3f4df764b768,もちろんだとも。だが、誘導がお前に不利益をもたらすとは限らない。我が主張はまっとうなものであるし、お前もヘンリケの企てを直接見てきただろう。今こそ、お前の助けが必要なのだ。我が助言に従い、ハイパーキューブを手に入れんとするデレゲーションを止めて欲しい。,"Lo estoy haciendo, pero la manipulación no implica engaño. Mi causa es justa, y ya has visto de primera mano las intenciones de Henrique. Te ruego que hagas lo que te digo para impedir que la Delegación se haga con el Hipercubo.","Je le suis. Mais la manipulation n'implique pas la tromperie. Ma cause est honnête et tu as vu toi-même les intentions d'Henrique. Je t'en prie, fais ce que je te dis et la Délégation ne pourra pas s'emparer de l'Hypercube.","Das tue ich. Aber Manipulation ist nicht gleichbedeutend mit Betrug. Meine Sache ist ehrlich, und du hast aus erster Hand gesehen, was Henrique vorhat. Ich flehe dich an: Tu, was ich sage, und die Delegation kann daran gehindert werden, den Hyperwürfel zu erreichen."
dialogtree_KauboiConversationTree_97153f29-598c-40a0-ae5d-3f4df764b768_0,はぁ、わかったよ。それで、どうやってヘンリケを止めればいいの？,"Vale, entonces... ¿cómo detenemos a Henrique?","D'accord, alors comment arrêter Henrique ?","Okay, okay, und wie halten wir Henrique auf?"
dialogtree_KauboiConversationTree_97153f29-598c-40a0-ae5d-3f4df764b768_1,まだ、あなたのことが信用できない。,"No me has dado ningún motivo para confiar en ti.","Tu ne m'as donné aucune raison de te faire confiance.","Du hast mir keinen Grund gegeben, dir zu vertrauen."
dialogtree_KauboiConversationTree_9d3c67da-03ce-467d-9bd9-0c7f6c1f8650,"受け取れ。
慎重に扱うように。これは替えがきかない唯一無二の武器だ。
時が来れば、お前のもとに現れて弾薬を渡そう。一発でヘンリケを殺し、ヴォイドを阻止できる。
そうすれば、しばらくの間はハイパーキューブの安全は確保され、お前は多くの命を救うことになる。感謝する、レルムドウェラーよ。","Aquí tienes.
Cuídalo bien. Es un objeto único.
Cuando llegue el momento, apareceré ante ti y te daré la munición. Podrás matar a Henrique de un solo tiro y acabar con los planes del Vacío.
El Hipercubo estará a salvo, al menos de momento, y serán muchas las vidas en deuda contigo. Gracias, habitante de los reinos.","Tiens.
Prends-en soin. Il est unique en son genre.
Le moment venu, j'apparaîtrais pour te donner des munitions. Un seul tir tuera Henrique et déjouera le Néant.
L'Hypercube sera hors de danger dans l'immédiat et de nombreuses vies te revaudront ça. Merci, sujette du royaume.","Hier.
 Pass gut darauf auf. Er ist der einzige seiner Art.
 Wenn die Zeit reif ist, werde ich dir erscheinen und dir Munition geben. Ein einziger Schuss wird Henrique töten und die Leere durchkreuzen.
 Der Hyperwürfel wird vorerst sicher sein, und viele Leben werden in deiner Schuld stehen. Danke, Reichsbewohner."
dialogtree_KauboiConversationTree_a6436803-4783-4516-8315-6de89b2aa380,"我は人間のグロントに不死の力と、少量のヴォイドエネルギーを抽出する力を授けた。

[___]
それから数千年の間、奴はキューブを護り、監視した。肉体が風化しても、キューブのエネルギーを使って再生した。長い年月が経ち、精神も摩耗していたことだろう── それでも、己の使命を忘れることはなかった。
[___]
そしてキューブを保護するために宗教を立ち上げた。あのロボットの街は、グロントの崇高な使命に賛同した者たちの最後の成果だったという訳だ。

[___]
だが残念なことに、数ヶ月前に奴の領域を訪ねた際に油断してしまった。我を追いかけてきたヘンリケが、即座にハイパーキューブの在り処に気付いてしまったのだ。","Concedí la inmortalidad al humano Ghronto, además de la habilidad de extraer pequeñas cantidades de energía del Vacío para ayudarle con su misión.
 
[___]
Durante años, estuvo montando guardia y protegiendo el Hipercubo de quienes lo codiciaban. Cuando su cuerpo se descompuso, lo reconstruyó usando la energía del Hipercubo. Es probable que su mente también se deteriorase con el paso de los eones, pero siempre tuvo muy clara su tarea.
[___]
Fundó religiones para convencer a otros de que se unieran a él y protegieran el Hipercubo. La ciudad de los robots fue una de las últimas en unirse a la noble misión de Ghronto.
 
[___]
Desafortunadamente, bajé la guardia cuando estuve visitando su reino, hace unos meses. Henrique me siguió y descubrió la ubicación del Hipercubo casi de inmediato.","J'ai octroyé l'immortalité à l'humain Ghronto, et la capacité d'absorber de petites quantités d'énergie du Néant, pour l'aider dans son entreprise.

[___]
Pendant des millénaires, il s'est tenu en sentinelle, dissimulant le Cube à ceux qui le cherchaient. Lorsque son corps s'est décomposé, il l'a reconstruit avec l'énergie du Cube. Peut-être que son esprit s'est aussi dégradé au cours des siècles, mais il a tenu son rôle.
[___]
Il a créé des religions pour persuader d'autres individus de se joindre à lui pour protéger e Cube. La ville de robots était la dernière à se joindre à la noble quête de Ghronto.

[___]
Hélas, j'ai baissé ma garde lors de ma visite il y a quelques mois. Henrique m'a suivi et a presque immédiatement découvert l'emplacement de l'Hypercube.","Ich verlieh dem Menschen Ghronto Unsterblichkeit und die Fähigkeit, kleine Mengen an Leereenergie abzusaugen, um ihm bei seinem Vorhaben zu helfen.
 
 [___]
 Jahrtausendelang stand er Wache und verbarg den Würfel vor allen, die ihn suchten. Als sein Körper zerfiel, baute er ihn mit der Energie des Würfels wieder auf. Und vielleicht ist auch sein Geist im Laufe der Äonen verfallen, aber er ist nie von seiner Aufgabe abgewichen. 
 [
 Er baute Religionen auf, um andere davon zu überzeugen, sich ihm anzuschließen und ihn zu schützen. Die Stadt der Roboter war nur die letzte von vielen, die sich Ghrontos edlem Streben anschloss.
 
 [___]
 Doch leider ließ ich meine Wachsamkeit im Stich, als ich vor einigen Monaten sein Reich besuchte. Henrique folgte mir und entdeckte den Standort des Hyperwürfels fast sofort."
dialogtree_KauboiConversationTree_a6436803-4783-4516-8315-6de89b2aa380_0,"[if JoinedChurch is False]悪いことをしてしまった。","[if JoinedChurch is False]Lo siento.","[if JoinedChurch is False]Je suis désolée.","[if JoinedChurch is False]Es tut mir leid."
dialogtree_KauboiConversationTree_a6436803-4783-4516-8315-6de89b2aa380_1,"[if JoinedChurch is False]じゃあ、グロントの人生は無駄だった？","[if JoinedChurch is False]Entonces, ¿Ghronto dedicó su vida para nada?","[if JoinedChurch is False]Donc la vie entière de Ghronto n'aura servi à rien ?","[if JoinedChurch if False]Ghrontos ganzes Leben war also umsonst?"
dialogtree_KauboiConversationTree_a6436803-4783-4516-8315-6de89b2aa380_2,"[if JoinedChurch is True]じゃあ、グロントが今さらハイパーキューブを守っても意味がない？","[if JoinedChurch is True]Entonces, ¿Ghronto está protegiendo el Hipercubo para nada?","[if JoinedChurch is True]Donc Ghronto protège l'Hypercube pour rien, maintenant ?","[if JoinedChurch is True]Also bewacht Ghronto den Hyperwürfel jetzt umsonst?"
dialogtree_KauboiConversationTree_ba48bf0a-dbb5-43ba-9db4-0b68e3f723d4,"ヘンリケはお前をカタリストに選んだ。奴はヴォイドへのゲートを開く特別なエネルギーパターンをお前の身体に注入した。[if JoinedChurch is False]お前がグロントを殺し得たのは、そのヴォイドエネルギーの痕跡のおかげだ。[endif][if JoinedChurch is True]お前が教会に入信できたのは、そのヴォイドエネルギーの痕跡のおかげだ。[endif]そしてヘンリケの狡猾な誘導によってお前がリアクターコアに赴き、イベントホライズンを越えた瞬間、狭間が現れるという訳だ。","Henrique te designó como catalizador. Dotó a tu cuerpo de los patrones de energía arcana necesarios para abrir un portal hacia el Vacío. [if JoinedChurch is False]Por cierto, ese rastro de energía del Vacío fue lo que te permitió matar a Ghronto.[endif][if JoinedChurch is True]Por cierto, ese rastro de energía del Vacío fue lo que te permitió unirte a la iglesia de Ghronto.[endif]Mediante una red de manipulaciones, Henrique trata de llevarte al núcleo del reactor, y la brecha se abrirá el instante en el que cruces el horizonte de sucesos.","Henrique t'a choisie comme Catalyseur. Il a imprégné ton corps des motifs d'énergie obscurs nécessaires pour ouvrir le portail vers le Néant. [if JoinedChurch is False]Cette trace d'énergie du Néant est ce qui t'a d'ailleurs permis de tuer Ghronto.[endif][if JoinedChurch is True]Cette trace d'énergie du Néant est ce qui t'a d'ailleurs permis de te joindre à l'église de Ghronto.[endif] À travers une toile de manipulation, Henrique te fait venir au cœur du réacteur, la faille sera ouverte dès que tu traverseras l'horizon des événements.","Henrique nannte dich den Katalysator. Er hat deinen Körper mit den arkanen Energiemustern durchdrungen, die nötig sind, um ein Tor zur Leere zu öffnen. [if JoinedChurch is False]Dank dieser Spur von Leereenergie konntest du übrigens Ghronto töten.[endif][if JoinedChurch is True]Dank dieser Spur von Leereenergie konntest du übrigens Ghrontos Kirche beitreten.[endif] Durch ein Netz von Manipulationen bringt dich Henrique zum Reaktorkern, und der Spalt wird geöffnet, sobald du den Ereignishorizont durchquerst."
dialogtree_KauboiConversationTree_ba48bf0a-dbb5-43ba-9db4-0b68e3f723d4_0,"どうして私をコアにテレポートさせない？ どうしてナニーとブライアンが関わっている？","¿Por qué no me teletransporta al núcleo? ¿Por qué mete a Nani y a Brian en esto?","Pourquoi ne pas simplement me téléporter au cœur, pourquoi impliquer Nani et Brian ?","Warum mich nicht einfach zum Kern teleportieren, warum Nani und Brian einbeziehen?"
dialogtree_KauboiConversationTree_c0035544-e20d-46d9-903d-e12217a309cc,我には奴を止められない。アポリオンその人から呪いをかけられ、デレゲーションのエージェントに傷一つ負わせられないようにされてしまったのだ。,"No puedo detenerlo. El mismísimo Apolión me maldijo y no puedo dañar a ningún agente de la Delegación.","Je ne peux pas l'arrêter. Apollyon en personne m'a maudit pour que je ne puisse jamais faire de mal à un agent de la Délégation.","Ich kann ihn nicht aufhalten. Apollyon selbst hat mich verflucht, dass ich niemals einem Agenten der Delegation schaden darf."
dialogtree_KauboiConversationTree_c0035544-e20d-46d9-903d-e12217a309cc_0,私ならヘンリケを倒せる？,"¿Y yo? ¿Puedo hacerle daño?","Et moi ? Est-ce que je peux lui faire du mal ?","Was ist mit mir? Kann ich ihn verletzen?"
dialogtree_KauboiConversationTree_d1743f23-36e9-403d-b349-5ab1f682bd18,あぁ。それも主な理由だ。だが、まずは我が弟子グロントの話だ。奴と会ったそうだな。,"Sí. Verás, esa es mi principal preocupación. Pero antes, tengo entendido que te has encontrado con mi antiguo pupilo, Ghronto.","Oui. Enfin, c'est le principal objectif. Mais d'abord, il paraît que tu as rencontré mon ancien protégé, Ghronto.","Ja. Nun, das ist die Hauptsorge. Aber zuerst habe ich gehört, dass du zufällig auf meinen alten Schützling Ghronto gestoßen bist."
